,Application mode,Course,Tuition fees up to date,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target_Graduate
1810,12,11,1,0,26,6,7,6,12,6,6,6,12,1
1811,1,12,1,1,19,7,7,7,12,8,9,8,13,1
1812,16,12,1,0,44,7,11,5,12,7,10,5,12,0
1813,1,9,1,0,19,5,10,5,12,5,9,5,11,1
1814,9,5,1,0,20,6,6,0,0,6,6,0,0,0
1815,12,4,1,0,24,6,10,6,14,6,11,6,13,0
1816,14,17,1,0,31,14,19,13,11,14,14,13,12,1
1817,14,5,1,0,25,6,6,6,13,6,6,6,12,1
1818,8,15,0,0,19,6,6,0,0,6,0,0,0,0
1819,8,12,1,0,18,7,7,7,13,8,9,8,14,0
1820,14,6,0,0,19,6,12,5,13,6,12,3,11,0
1821,1,12,1,1,19,7,11,4,12,7,9,5,11,0
1822,8,9,1,0,19,5,10,1,11,5,13,0,0,0
1823,12,14,1,0,24,6,12,2,11,6,20,2,10,0
1824,1,10,1,0,20,6,6,6,14,6,6,6,12,1
1825,8,11,1,0,18,6,7,6,14,6,7,6,14,1
1826,1,10,1,1,18,6,7,6,13,6,6,6,14,1
1827,8,6,1,0,21,5,13,3,11,5,12,2,10,0
1828,4,12,0,0,28,7,7,0,0,7,7,0,0,0
1829,1,9,1,1,18,5,11,4,11,5,9,5,12,0
1830,1,16,1,0,18,6,10,5,13,6,10,4,11,0
1831,1,10,1,1,18,6,9,6,11,6,11,5,14,1
1832,8,9,1,1,18,5,8,5,11,5,10,5,11,1
1833,1,9,0,1,19,5,7,3,10,5,10,3,12,0
1834,8,12,1,1,19,7,11,6,13,8,9,8,14,1
1835,1,10,1,1,20,6,7,5,11,6,9,6,11,1
1836,14,3,1,0,34,11,17,9,12,7,12,7,12,1
1837,12,12,1,0,39,7,8,5,12,7,8,5,12,0
1838,8,12,1,0,19,8,8,8,13,8,8,8,13,1
1839,12,5,1,0,24,6,6,6,15,6,6,2,15,1
1840,5,15,1,0,18,6,12,0,0,6,0,0,0,0
1841,8,8,1,0,19,5,11,2,10,5,9,0,0,0
1842,1,9,1,1,18,5,5,5,11,5,8,3,11,1
1843,1,9,1,0,20,5,6,5,13,5,10,5,11,0
1844,1,12,1,0,19,7,8,7,13,8,11,8,12,1
1845,1,8,1,0,19,6,8,4,11,6,14,2,13,0
1846,8,4,1,0,19,6,10,6,13,6,10,4,12,0
1847,12,17,1,0,41,5,9,4,10,5,7,2,10,0
1848,1,12,1,0,19,7,10,6,13,8,9,8,12,1
1849,14,11,1,0,19,6,14,3,12,6,9,4,11,0
1850,4,12,0,0,23,7,0,0,0,8,0,0,0,0
1851,1,7,1,0,18,5,12,5,13,5,16,5,14,0
1852,1,9,1,0,19,5,6,5,12,5,13,5,11,1
1853,15,4,1,0,20,6,7,6,14,6,7,6,14,1
1854,12,6,0,0,35,5,7,2,11,5,8,2,10,0
1855,12,14,0,0,34,6,6,0,0,6,9,0,0,0
1856,1,5,0,1,19,6,6,6,11,6,8,6,12,1
1857,6,10,0,0,22,6,10,5,11,6,8,5,12,1
1858,8,5,1,0,20,6,6,6,14,6,8,6,12,1
1859,13,17,1,0,27,2,2,2,12,5,6,2,12,0
1860,12,7,1,0,30,5,5,0,0,5,5,0,0,0
1861,12,7,1,0,34,5,7,0,0,5,8,1,11,0
1862,1,11,0,0,20,6,14,2,10,6,16,0,0,0
1863,8,5,1,0,18,6,6,6,11,6,6,6,13,1
1864,1,8,1,1,26,5,9,0,0,5,6,0,0,0
1865,12,17,1,0,26,5,5,5,12,5,5,5,12,1
1866,12,9,0,0,26,5,5,2,10,5,9,0,0,0
1867,12,17,0,0,31,5,9,0,0,5,6,0,0,0
1868,1,2,1,1,20,12,12,12,14,11,14,11,14,1
1869,1,15,1,0,19,6,6,6,11,6,10,3,12,1
1870,8,14,0,0,23,5,5,0,0,5,5,0,0,0
1871,1,12,1,1,20,7,14,1,13,7,15,0,0,0
1872,16,12,1,0,20,7,7,7,15,10,11,9,15,1
1873,12,3,1,0,29,6,10,0,0,5,10,0,0,0
1874,1,15,1,1,20,6,6,6,12,6,8,4,12,1
1875,1,12,1,0,24,7,7,6,13,7,7,6,13,1
1876,12,13,1,0,37,7,15,0,0,7,13,0,0,0
1877,1,12,1,0,18,7,0,0,0,8,0,0,0,0
1878,1,2,0,1,18,0,0,0,0,0,0,0,0,0
1879,8,12,1,0,18,8,8,7,13,8,8,7,13,1
1880,15,7,1,0,41,7,15,5,14,6,16,6,14,0
1881,12,4,1,0,35,6,16,4,12,6,11,3,10,0
1882,8,11,1,0,19,5,5,0,0,6,0,0,0,0
1883,1,2,1,0,18,0,0,0,0,0,0,0,0,1
1884,12,12,1,0,48,7,11,4,11,7,14,3,11,0
1885,1,12,1,0,19,7,7,6,12,7,7,6,12,1
1886,15,4,0,0,30,9,18,6,11,8,21,4,11,0
1887,14,15,0,0,51,4,4,0,0,4,4,0,0,0
1888,5,6,1,0,18,6,8,6,15,6,10,5,14,1
1889,1,2,1,0,18,0,0,0,0,0,0,0,0,1
1890,1,2,1,0,18,0,0,0,0,0,0,0,0,1
1891,1,12,1,1,18,8,8,8,13,8,8,8,13,1
1892,1,8,1,0,18,5,8,4,13,5,9,0,0,0
1893,1,2,1,0,18,0,0,0,0,0,0,0,0,0
1894,9,2,1,0,23,17,18,17,11,17,17,17,12,1
1895,1,5,1,0,19,6,10,2,10,6,6,3,11,0
1896,1,6,1,0,21,6,13,4,12,6,17,2,11,0
1897,1,15,0,0,18,6,7,5,12,6,11,4,11,0
1898,1,2,1,0,18,0,0,0,0,0,0,0,0,1
1899,17,6,1,0,21,11,15,10,14,9,15,8,14,1
1900,14,15,1,0,20,6,7,6,13,6,8,6,12,1
1901,13,6,1,0,24,11,29,9,12,10,21,9,12,1
1902,1,8,1,0,18,6,9,6,15,6,9,6,14,1
1903,8,12,1,0,18,7,7,6,13,7,7,6,13,1
1904,1,15,1,0,19,6,7,6,12,6,7,6,11,1
1905,15,10,1,1,20,6,6,6,13,6,6,6,14,1
1906,1,12,1,0,18,7,7,7,13,8,8,8,15,1
1907,1,12,1,0,18,8,8,7,12,8,8,7,12,1
1908,8,16,1,0,19,6,8,5,12,6,8,5,11,0
1909,1,12,1,0,19,7,7,6,14,7,7,6,14,1
1910,1,14,1,0,18,6,8,5,13,6,8,5,14,1
1911,1,12,1,0,20,8,8,8,12,8,8,8,12,1
1912,1,13,1,0,18,7,8,7,13,8,8,8,15,1
1913,8,3,0,0,18,6,9,3,10,6,12,0,0,0
1914,1,16,1,0,18,6,8,5,15,6,7,5,12,1
1915,1,12,1,0,18,7,7,6,13,7,7,6,13,1
1916,8,12,1,1,18,7,7,6,12,7,7,6,12,1
1917,1,12,1,0,20,7,7,7,12,8,12,8,12,1
1918,1,5,1,1,22,6,10,5,10,6,7,5,12,1
1919,14,14,1,0,20,6,12,5,12,6,8,5,14,0
1920,15,6,1,0,20,6,11,5,14,6,12,2,13,0
1921,1,10,1,0,18,6,7,6,13,6,6,6,14,1
1922,1,16,1,0,18,6,8,5,12,6,14,3,10,0
1923,8,9,1,0,18,5,5,5,13,5,6,4,12,1
1924,8,14,1,1,18,6,7,1,14,6,6,0,0,0
1925,8,10,1,0,19,8,8,8,13,6,8,5,14,1
1926,1,6,1,1,19,5,7,5,12,5,8,5,12,1
1927,8,15,1,1,18,6,7,6,13,6,6,6,12,1
1928,1,5,0,1,18,6,7,5,11,6,7,5,13,0
1929,8,12,1,1,18,7,7,7,14,8,9,8,15,1
1930,1,12,1,0,18,7,10,7,13,8,8,8,13,1
1931,8,14,1,0,19,6,7,6,14,6,7,6,12,1
1932,8,10,1,0,18,6,9,5,11,6,9,4,11,1
1933,12,12,1,1,25,8,8,8,13,8,8,8,13,1
1934,1,12,1,1,19,7,7,6,12,8,11,7,12,1
1935,8,12,1,0,18,7,7,7,13,8,9,8,13,1
1936,8,8,1,0,19,6,8,6,13,6,9,4,12,1
1937,1,12,1,0,18,7,7,6,13,7,7,6,13,1
1938,12,6,1,0,24,6,11,5,13,6,12,1,12,0
1939,1,15,1,0,21,6,8,5,12,6,7,5,11,1
1940,1,11,1,1,18,6,9,6,13,6,6,6,12,1
1941,1,10,1,0,18,6,6,6,13,6,6,6,13,1
1942,1,5,1,1,20,6,6,6,15,6,6,6,14,1
1943,1,5,1,0,19,6,6,6,12,6,8,5,11,1
1944,1,15,1,1,19,6,7,6,13,6,7,6,13,0
1945,1,12,1,0,30,7,7,7,14,8,8,8,14,1
1946,1,12,1,0,18,8,8,8,14,8,8,8,14,1
1947,8,6,1,0,18,5,8,4,11,5,8,3,14,1
1948,1,15,1,1,18,6,6,6,13,6,6,6,13,1
1949,9,12,1,0,20,7,13,6,11,8,9,7,12,1
1950,1,11,1,0,19,6,0,0,0,6,0,0,0,0
1951,14,11,1,0,19,6,0,0,0,6,12,0,0,0
1952,1,2,0,0,19,0,0,0,0,0,0,0,0,0
1953,1,11,1,1,18,6,7,6,12,6,6,6,12,1
1954,1,12,1,0,17,8,14,5,12,8,14,5,12,0
1955,9,16,1,0,19,7,10,6,12,7,9,6,13,1
1956,1,10,1,0,18,6,9,5,11,6,8,2,11,0
1957,4,12,1,0,25,8,8,7,14,8,8,7,14,1
1958,1,10,1,0,19,6,11,5,10,6,10,6,11,0
1959,17,6,0,0,24,9,9,8,13,9,13,6,13,0
1960,1,10,1,1,19,6,6,6,12,6,6,6,12,1
1961,9,12,1,1,20,8,8,0,0,8,8,0,0,0
1962,1,14,1,1,20,6,9,5,13,6,6,5,13,1
1963,1,12,1,1,20,7,8,7,12,8,8,8,13,1
1964,8,6,1,0,19,5,10,4,11,5,10,3,10,1
1965,4,4,1,0,31,12,12,11,13,12,16,12,13,1
1966,1,6,1,0,20,5,12,3,12,5,8,3,13,1
1967,1,6,1,0,18,5,14,3,12,5,8,5,11,0
1968,8,16,1,0,18,6,8,4,13,6,10,3,10,0
1969,1,14,1,0,18,6,7,6,13,6,9,5,15,1
1970,16,10,1,0,20,11,18,8,12,10,10,3,11,0
1971,8,6,1,1,20,6,6,6,14,6,8,6,12,1
1972,8,14,1,1,19,6,7,5,11,6,10,5,13,0
1973,8,9,1,1,21,5,6,5,11,5,6,5,12,1
1974,1,12,1,0,18,7,8,7,13,8,9,8,13,1
1975,16,5,1,0,21,10,10,10,13,11,11,10,11,0
1976,1,12,1,0,19,7,12,4,12,7,7,7,12,0
1977,15,10,1,0,20,6,6,6,13,6,9,5,12,1
1978,15,6,1,0,20,6,7,6,14,6,9,3,13,0
1979,1,14,1,1,18,6,8,5,13,6,6,6,14,1
1980,1,9,1,1,18,5,8,4,10,5,5,5,13,1
1981,8,10,1,1,18,6,9,6,11,6,9,6,11,1
1982,14,6,1,1,21,7,15,3,13,5,12,5,13,1
1983,1,12,1,0,18,7,7,6,13,7,7,6,13,1
1984,1,12,1,1,18,8,8,8,14,8,8,8,14,1
1985,8,11,1,1,20,6,10,4,11,6,10,4,11,1
1986,13,12,1,1,32,8,8,8,14,8,8,8,14,1
1987,12,17,1,0,34,5,5,0,0,5,5,0,0,0
1988,1,12,1,1,23,7,8,6,12,8,9,8,12,1
1989,1,14,1,0,18,6,10,4,11,6,11,5,12,0
1990,8,3,1,0,18,6,8,5,12,6,10,5,12,1
1991,14,2,1,0,34,0,0,0,0,0,0,0,0,0
1992,12,3,1,0,25,6,6,6,11,6,6,4,11,0
1993,1,9,1,0,21,5,7,5,12,5,7,5,11,1
1994,1,11,1,1,20,6,12,0,0,6,12,0,0,0
1995,1,10,1,0,18,6,8,6,11,6,6,6,11,1
1996,8,6,1,0,18,6,8,6,13,6,15,6,13,1
1997,8,15,1,0,18,6,7,6,12,6,6,6,13,1
1998,12,3,1,0,24,6,10,1,10,6,12,0,0,0
1999,16,9,0,0,32,15,17,14,10,13,13,13,11,1
2000,12,11,0,0,24,6,14,6,11,6,16,3,10,0
2001,1,10,1,1,18,6,6,6,13,6,7,0,0,0
2002,16,11,1,0,28,6,8,6,12,6,8,5,12,1
2003,8,16,1,1,18,6,8,6,11,6,9,4,12,0
2004,4,16,0,0,24,6,12,0,0,5,10,0,0,0
2005,1,6,1,0,19,5,7,5,14,5,6,5,13,1
2006,12,3,1,0,44,6,6,6,14,6,6,6,14,1
2007,7,6,1,1,18,6,14,6,14,6,9,6,12,1
2008,1,2,1,0,18,0,0,0,0,0,0,0,0,1
2009,1,15,1,0,22,6,0,0,0,6,0,0,0,0
2010,9,16,1,1,18,7,9,6,12,7,7,6,12,1
2011,12,17,1,0,44,5,5,5,11,5,5,5,12,1
2012,12,16,1,0,33,6,7,5,13,6,7,5,10,0
2013,12,16,0,0,32,6,6,0,0,5,10,0,0,0
2014,12,4,0,0,35,6,0,0,0,6,0,0,0,0
2015,1,10,1,0,20,6,6,6,11,6,7,6,13,1
2016,12,11,1,0,24,6,8,5,12,6,7,5,12,1
2017,1,12,1,0,19,7,7,7,13,8,9,8,14,1
2018,1,11,1,0,21,6,8,5,11,6,6,5,13,0
2019,1,15,1,1,19,6,7,6,13,6,6,6,13,1
2020,13,4,0,0,27,6,10,0,0,6,8,0,0,0
2021,12,16,0,0,30,6,0,0,0,6,0,0,0,0
2022,8,2,1,0,21,0,0,0,0,0,0,0,0,0
2023,1,5,1,0,19,6,6,6,11,6,8,6,12,1
2024,12,17,1,0,34,5,12,2,11,5,9,4,11,0
2025,14,12,1,0,18,7,7,7,11,8,10,7,12,1
2026,1,2,1,0,21,0,0,0,0,0,0,0,0,1
2027,1,2,1,0,17,0,0,0,0,0,0,0,0,0
2028,1,12,1,1,19,7,7,6,12,7,7,6,12,1
2029,1,15,1,0,18,6,6,6,13,6,6,6,13,1
2030,8,12,1,0,19,7,7,7,14,8,8,8,14,1
2031,12,11,1,0,45,10,12,5,12,8,8,0,0,0
2032,12,6,1,0,26,6,17,6,12,6,21,4,12,1
2033,12,17,1,0,51,4,4,0,0,5,0,0,0,0
2034,12,15,1,1,49,6,8,6,12,6,7,6,14,1
2035,13,12,1,0,22,6,7,3,14,7,8,4,14,0
2036,8,9,1,0,22,5,8,2,10,5,7,1,10,0
2037,4,8,1,0,33,5,11,2,11,5,8,2,12,0
2038,5,14,1,0,20,5,6,5,11,5,6,4,11,1
2039,1,10,1,1,18,6,6,6,12,6,6,6,11,1
2040,1,16,0,0,20,6,9,3,11,6,10,2,11,0
2041,18,17,1,0,37,10,11,7,13,10,11,10,11,1
2042,1,11,1,0,18,6,6,6,13,6,6,6,13,1
2043,1,11,1,0,19,6,6,6,12,6,6,6,12,1
2044,15,6,1,0,21,6,7,6,13,6,15,4,12,1
2045,1,12,1,0,20,7,9,6,12,8,9,7,12,1
2046,1,12,1,0,19,7,0,0,0,8,0,0,0,0
2047,8,13,1,0,20,7,13,4,13,7,11,4,11,0
2048,8,12,1,0,18,7,7,7,13,8,8,8,15,1
2049,1,12,1,0,19,8,8,7,13,8,8,7,13,1
2050,1,10,1,0,18,6,13,4,11,6,12,5,10,1
2051,8,10,1,1,18,6,6,6,11,6,7,6,12,1
2052,1,15,1,0,18,5,7,2,10,1,1,0,0,0
2053,1,12,1,0,19,7,10,5,13,7,8,6,13,0
2054,1,13,1,1,18,7,8,7,12,8,8,8,14,1
2055,1,5,1,1,19,6,6,6,14,6,6,6,13,1
2056,17,4,1,1,24,12,13,12,12,11,13,11,12,1
2057,15,6,1,0,20,6,8,6,13,6,18,2,12,0
2058,1,9,1,1,21,5,6,5,12,5,7,4,11,1
2059,15,6,0,0,20,6,13,4,13,6,11,5,12,0
2060,8,12,1,1,19,7,7,7,13,8,9,8,13,1
2061,8,13,1,1,19,7,8,7,13,8,8,8,13,1
2062,1,12,1,0,18,8,8,7,13,8,8,7,13,1
2063,1,6,1,0,19,6,12,5,14,6,14,5,11,1
2064,8,9,1,0,21,5,5,5,12,5,5,5,13,1
2065,1,16,1,1,19,6,7,6,14,6,6,6,15,1
2066,1,11,1,1,18,6,7,6,13,6,6,6,12,1
2067,8,5,1,1,17,6,6,6,13,6,6,6,12,1
2068,9,16,1,0,19,6,8,5,12,6,8,5,11,0
2069,8,9,0,0,23,5,9,3,10,5,9,3,12,0
2070,1,14,1,0,19,6,7,6,12,6,10,6,11,1
2071,1,12,1,0,18,7,7,6,12,7,7,6,12,1
2072,1,14,1,0,20,6,9,6,13,6,8,5,13,1
2073,1,6,1,1,19,5,6,5,14,5,5,5,13,1
2074,1,10,1,1,18,6,6,6,14,6,6,6,13,1
2075,8,10,1,1,19,6,7,6,14,6,6,6,15,1
2076,1,10,1,0,19,6,8,6,11,6,6,6,12,1
2077,8,12,1,0,18,8,9,8,14,8,9,8,14,1
2078,8,12,1,0,18,7,8,7,12,8,9,7,13,1
2079,1,12,1,1,19,7,7,6,14,7,7,6,14,1
2080,1,12,1,1,19,8,12,7,12,8,12,7,12,1
2081,1,12,1,0,19,7,7,6,14,7,7,6,14,1
2082,1,12,1,0,21,7,11,7,14,8,8,8,14,1
2083,1,15,1,0,18,6,7,6,14,6,6,6,14,1
2084,1,15,1,1,19,6,7,6,14,6,6,6,13,1
2085,1,15,0,0,18,4,4,0,0,4,4,0,0,0
2086,4,3,1,0,30,6,0,0,0,6,0,0,0,0
2087,8,8,1,0,18,6,8,6,15,6,8,5,15,0
2088,1,12,1,1,20,7,7,6,12,7,7,6,12,1
2089,12,14,0,0,25,5,5,5,11,5,5,5,12,0
2090,1,12,1,0,18,7,7,6,14,7,7,6,14,1
2091,1,6,1,0,21,5,13,5,12,5,10,3,11,0
2092,1,12,1,0,18,8,8,7,15,8,8,7,15,1
2093,1,12,1,0,18,7,7,6,15,7,7,6,15,1
2094,8,16,0,0,29,6,9,6,16,6,8,5,15,0
2095,14,8,1,0,20,17,29,14,12,12,24,12,12,1
2096,4,12,1,0,26,7,0,0,0,8,0,0,0,0
2097,1,10,1,0,21,6,8,5,12,6,6,6,12,1
2098,9,12,1,1,19,8,9,8,13,8,9,8,13,1
2099,8,11,1,0,19,6,10,6,12,6,8,5,11,0
2100,8,15,1,0,21,6,8,5,11,6,8,5,11,0
2101,9,3,1,0,20,6,13,4,10,6,15,4,12,1
2102,1,12,1,1,18,7,8,7,13,8,8,8,14,1
2103,1,15,0,0,20,6,10,4,12,6,15,3,10,0
2104,1,10,1,1,20,6,9,6,11,6,7,6,14,1
2105,14,12,1,1,18,7,11,5,12,7,7,2,13,0
2106,7,5,1,0,18,6,6,1,15,6,7,4,12,0
2107,1,15,1,0,18,6,6,6,13,6,9,5,13,1
2108,8,6,1,0,18,5,12,2,11,5,12,3,11,0
2109,15,6,1,0,22,6,7,6,14,6,9,5,13,1
2110,15,6,1,0,19,5,10,1,13,5,8,3,15,0
2111,8,4,1,1,19,6,7,6,15,6,8,6,14,1
2112,1,13,1,0,18,7,9,7,15,8,8,8,16,1
2113,1,10,1,0,20,6,8,6,10,6,7,6,11,1
2114,8,16,1,0,18,6,9,5,11,6,9,4,11,0
2115,8,14,1,0,21,6,0,0,0,6,0,0,0,0
2116,1,10,1,0,19,6,7,6,12,6,7,6,12,1
2117,1,12,1,0,18,8,8,8,12,8,8,8,12,0
2118,1,15,1,0,18,6,6,6,12,6,8,5,14,1
2119,8,2,1,0,18,0,0,0,0,0,0,0,0,0
2120,8,6,0,1,21,6,16,2,13,6,8,0,0,0
2121,1,9,1,0,19,5,10,5,10,5,8,4,12,1
2122,1,9,1,1,19,5,5,5,12,5,8,5,11,1
2123,8,10,1,0,19,6,10,5,11,6,7,0,0,0
2124,1,2,1,0,18,0,0,0,0,0,0,0,0,1
2125,14,11,1,1,19,6,0,0,0,6,11,1,10,0
2126,8,12,1,1,20,7,9,6,13,8,9,8,13,0
2127,1,12,0,0,18,8,9,6,12,8,9,6,12,0
2128,1,2,1,1,19,0,0,0,0,0,0,0,0,0
2129,1,5,1,0,18,6,6,6,12,6,8,6,13,1
2130,1,6,1,0,18,6,13,6,12,6,16,4,12,0
2131,1,10,1,1,19,6,8,6,12,6,8,6,12,1
2132,1,9,1,0,20,5,8,3,11,5,8,5,12,1
2133,8,12,1,1,19,7,9,7,13,8,12,8,13,1
2134,1,12,1,0,18,8,8,7,13,8,8,7,13,1
2135,12,11,1,0,25,6,6,0,0,6,6,0,0,0
2136,8,5,0,0,18,6,9,4,11,6,6,6,12,1
2137,1,15,1,0,19,6,7,6,12,6,7,6,12,1
2138,8,13,1,1,19,7,7,7,11,8,8,8,14,1
2139,1,9,0,1,20,5,12,2,13,5,13,2,11,0
2140,8,12,1,0,18,7,9,7,12,8,9,7,12,0
2141,8,6,1,0,20,5,12,2,13,5,12,5,11,1
2142,8,10,1,0,21,6,8,6,12,6,7,6,13,1
2143,1,2,1,0,19,0,0,0,0,0,0,0,0,1
2144,12,3,1,0,42,6,6,6,11,6,6,6,13,1
2145,8,8,0,0,18,6,9,5,12,6,12,5,14,0
2146,1,5,1,1,19,6,7,5,13,6,6,6,12,1
2147,1,11,1,0,18,6,11,6,12,6,11,4,12,1
2148,5,6,1,0,21,5,6,5,14,5,5,5,14,1
2149,1,10,1,1,20,6,8,6,12,6,7,6,14,1
2150,1,16,1,0,20,7,7,7,13,7,7,7,13,1
2151,15,6,1,0,21,6,13,3,11,6,13,5,12,0
2152,1,12,1,0,19,7,9,7,14,8,9,8,13,1
2153,13,10,1,0,21,13,21,11,13,11,13,9,13,1
2154,1,5,1,0,19,6,6,6,14,6,7,6,15,1
2155,1,12,1,1,19,7,10,7,15,8,10,8,15,1
2156,8,2,1,0,18,0,0,0,0,0,0,0,0,0
2157,15,6,1,0,22,6,13,6,15,6,7,6,13,1
2158,1,16,1,0,21,6,8,5,13,6,9,5,14,1
2159,8,11,1,1,18,6,14,2,11,6,14,3,10,0
2160,1,12,1,1,20,8,8,7,14,8,8,7,14,1
2161,8,14,0,0,18,5,8,3,12,5,6,4,10,0
2162,8,10,1,0,20,6,6,0,0,5,5,0,0,0
2163,8,12,1,0,23,7,7,6,13,8,11,7,13,1
2164,1,15,1,0,18,6,6,6,14,6,6,6,15,1
2165,15,10,1,0,20,6,6,6,12,6,6,6,13,1
2166,8,12,1,1,18,8,8,7,14,8,8,7,14,1
2167,1,9,1,0,20,5,8,4,12,5,8,5,11,1
2168,9,12,1,0,18,7,8,7,12,8,9,8,12,1
2169,8,14,1,0,20,6,7,6,15,6,6,6,17,1
2170,1,12,1,0,19,8,8,7,13,8,8,7,13,1
2171,15,6,1,0,21,6,9,6,13,6,9,6,12,1
2172,4,5,1,0,33,6,7,6,15,6,8,3,11,1
2173,1,6,0,0,24,5,6,1,13,5,5,0,0,0
2174,14,10,1,1,20,11,12,11,12,11,14,11,12,1
2175,1,2,1,0,18,0,0,0,0,0,0,0,0,1
2176,1,5,1,0,18,6,6,6,15,6,6,6,14,1
2177,14,3,1,0,29,6,9,4,12,6,13,2,10,0
2178,8,12,1,0,18,7,7,7,13,8,11,8,14,1
2179,1,15,1,0,19,6,8,6,12,6,7,6,12,1
2180,8,2,1,0,19,0,0,0,0,0,0,0,0,0
2181,8,10,1,1,18,6,8,5,10,6,9,6,10,1
2182,14,12,1,1,19,7,9,6,14,8,11,8,13,1
2183,13,16,1,0,20,14,22,12,12,12,18,10,12,0
2184,8,10,1,0,19,6,14,1,11,6,12,2,10,0
2185,8,11,1,1,19,6,10,4,12,6,9,3,12,1
2186,1,5,1,1,18,6,8,6,12,6,12,5,11,0
2187,1,12,1,1,18,8,8,8,13,8,8,8,13,1
2188,8,11,1,1,19,6,15,6,11,6,9,3,12,1
2189,8,15,1,0,20,6,7,5,12,6,6,6,12,0
2190,8,2,1,1,18,0,0,0,0,0,0,0,0,0
2191,1,12,1,0,18,7,0,0,0,8,0,0,0,0
2192,12,4,0,0,35,6,8,5,16,6,10,4,16,0
2193,8,7,1,0,18,5,10,3,11,5,6,3,11,0
2194,1,2,1,1,19,0,0,0,0,0,0,0,0,1
2195,1,15,1,1,19,6,8,4,12,6,8,6,12,0
2196,8,9,1,0,20,5,8,2,10,5,11,4,12,0
2197,14,5,1,0,19,6,7,3,11,6,13,4,10,0
2198,1,9,1,0,19,5,8,3,11,5,7,2,10,0
2199,12,13,1,0,24,7,18,0,0,7,13,0,0,0
2200,12,3,0,0,29,6,11,4,12,6,7,0,0,0
2201,12,12,1,0,24,7,11,7,11,8,22,2,12,1
2202,8,11,1,0,19,6,8,5,11,6,11,4,12,1
2203,4,2,1,0,37,0,0,0,0,0,0,0,0,0
2204,3,5,1,0,18,6,7,5,13,6,6,5,11,1
2205,15,7,1,1,20,7,12,6,14,6,10,6,14,0
2206,1,9,0,0,18,5,0,0,0,5,0,0,0,0
2207,14,9,1,0,22,5,5,0,0,5,9,3,13,0
2208,8,9,1,1,22,5,7,3,12,5,9,3,10,0
2209,1,15,0,0,18,6,6,0,0,6,0,0,0,0
2210,1,12,1,0,18,8,8,7,13,8,8,7,13,1
2211,1,5,1,0,19,6,6,6,13,6,6,6,13,1
2212,1,7,1,0,19,5,7,5,10,5,8,3,12,0
2213,1,10,1,0,19,6,10,5,11,6,10,3,13,0
2214,15,4,1,0,21,6,7,6,15,6,6,6,15,1
2215,1,15,1,0,19,6,9,5,12,10,16,8,11,0
2216,9,13,1,0,18,7,11,6,13,7,10,4,13,1
2217,7,9,1,0,19,5,8,5,11,5,9,3,11,0
2218,4,15,1,0,25,6,6,6,14,6,6,6,13,1
2219,1,5,1,0,22,6,9,6,14,6,12,6,14,1
2220,12,12,1,0,24,8,8,7,12,8,8,7,12,1
2221,1,12,1,0,19,7,9,7,11,8,9,7,13,1
2222,14,7,1,0,18,5,9,4,12,5,11,3,11,0
2223,8,2,0,0,20,0,0,0,0,0,0,0,0,0
2224,1,12,1,1,19,8,8,7,14,8,8,7,14,1
2225,14,11,1,0,19,6,16,2,10,6,15,4,10,0
2226,1,14,1,0,19,6,9,5,13,6,6,5,13,1
2227,14,4,1,0,23,6,6,0,0,6,8,0,0,0
2228,12,15,1,0,47,6,12,5,13,6,13,4,14,0
2229,1,5,1,0,19,6,6,6,11,6,8,4,10,1
2230,1,2,1,0,19,0,0,0,0,0,0,0,0,1
2231,1,2,1,0,18,0,0,0,0,0,0,0,0,0
2232,14,9,1,0,28,5,9,2,10,5,9,0,0,0
2233,14,11,1,0,20,6,10,4,11,6,11,3,11,0
2234,8,11,1,1,18,6,12,3,10,6,9,4,12,0
2235,1,2,1,1,21,0,0,0,0,0,0,0,0,1
2236,1,11,1,0,19,6,10,4,12,6,12,2,13,0
2237,12,11,0,0,24,6,7,0,0,6,7,0,0,0
2238,12,8,1,0,24,6,11,6,11,6,12,3,11,0
2239,12,6,0,0,25,6,6,0,0,6,6,0,0,0
2240,12,11,1,0,28,6,10,6,13,6,8,5,12,1
2241,12,17,1,0,37,5,7,4,10,5,7,3,11,0
2242,14,7,1,0,19,5,8,5,12,5,12,2,10,0
2243,8,12,1,1,18,7,7,7,13,8,8,8,13,1
2244,12,11,1,0,48,6,13,3,10,6,15,1,10,0
2245,8,10,1,0,21,6,6,6,12,6,7,6,13,1
2246,8,12,1,1,19,7,11,6,12,7,10,6,12,0
2247,14,12,1,1,21,8,8,0,0,8,8,0,0,0
2248,15,7,0,0,23,5,6,0,0,5,7,0,0,0
2249,1,8,1,0,18,5,5,5,13,5,6,4,13,1
2250,15,10,1,0,22,6,7,6,12,6,6,2,14,0
2251,7,2,1,0,25,13,16,10,11,11,13,7,12,0
2252,4,6,1,0,27,13,13,8,13,11,12,5,14,0
2253,12,7,0,0,49,5,5,0,0,5,6,0,0,0
2254,12,17,0,0,31,5,5,2,11,5,0,0,0,0
2255,12,11,1,0,54,6,9,6,13,6,13,5,14,0
