Application mode,Application order,Course,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,units_approved_rate_1st,units_approved_rate_2nd,Target_Graduate
1,2,12,28,3,9,1,1,1,0,1,18,8,9,7,12,0,0,8,8,7,11,1,0.87170557449891,0.8606695371867004,1
1,4,6,1,4,8,1,0,1,0,0,18,6,8,5,13,1,0,6,0,5,10,2,0.9945961964156588,0.9957366321902711,0
8,2,6,1,10,10,0,0,1,0,1,18,5,8,4,12,0,0,5,7,7,13,1,0.8278775398720661,1.0002584883752454,1
12,1,5,1,10,7,0,0,1,1,0,36,6,6,6,0,0,0,6,0,0,0,0,0.3078787382839664,0.022234200581549308,0
4,1,9,14,10,10,0,0,1,1,0,21,5,5,2,0,0,0,5,5,0,11,0,0.8170118680044267,0.41303553303252216,1
8,1,14,1,6,2,1,0,1,0,0,22,6,9,6,11,0,0,6,8,6,12,0,0.9931296553068785,0.41132794388150895,0
15,1,6,3,4,10,0,1,1,1,0,24,5,11,3,10,3,0,5,12,2,10,0,0.8437270835958575,0.37682310772248767,0
14,2,9,27,1,6,1,0,1,1,0,32,5,14,0,0,1,0,5,11,1,0,0,-0.02968367118725506,-0.030921762562322787,0
15,1,2,14,4,2,1,1,1,1,0,25,6,13,3,11,0,0,6,12,3,11,-3,0.44797464503105855,0.39145536828594113,0
8,1,3,1,4,8,0,0,1,0,0,18,6,6,5,11,0,0,6,6,5,11,3,0.6463156729734927,0.9958153977835221,0
9,5,2,28,10,8,1,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,-3,-0.017701948489118283,-0.0022652823649641812,0
4,1,6,28,10,10,0,0,0,0,0,23,10,18,2,10,2,4,11,12,12,12,1,0.49146556805030733,0.423558382698157,0
14,3,9,3,10,9,1,0,1,0,0,20,5,6,3,10,0,0,5,6,0,0,-3,0.987210551054824,-0.01737915514239216,1
8,1,15,14,10,2,0,0,1,1,0,19,6,10,6,13,0,0,6,1,0,13,0,0.2165624371219113,0.00836242009864228,0
8,3,10,5,6,4,1,1,1,0,0,19,5,6,2,0,1,0,5,7,0,0,0,0.36695999145280855,-0.013021879184867552,0
9,1,12,1,3,11,0,0,1,0,0,19,7,9,5,12,0,0,7,12,5,11,-4,0.846912511041811,0.8436783783140539,1
12,1,6,10,3,9,0,1,1,1,0,20,5,7,5,12,0,0,5,5,5,13,1,0.9970438836793514,0.9947562046312117,1
1,3,3,14,6,11,1,0,1,1,1,19,6,6,6,13,0,0,6,0,0,11,0,-0.005567669661075161,-0.006528846705777019,1
8,1,5,28,10,10,1,0,1,0,0,20,6,9,6,13,0,0,10,10,5,13,0,0.994656822112544,1.0012596624430805,1
12,1,6,14,10,10,0,0,1,0,0,32,13,15,10,13,0,0,11,9,5,13,0,0.8451052168055252,1.0039989001480925,1
1,1,12,14,4,5,1,1,1,1,0,20,11,15,10,13,0,5,8,11,11,13,-4,0.8520139238160813,0.9969459173240292,1
8,5,12,1,2,5,0,0,1,0,0,19,7,8,6,14,0,0,8,7,8,15,3,1.002207343794808,0.8384858112452535,1
12,1,3,27,10,10,0,0,1,0,0,50,6,16,5,13,0,0,6,12,4,13,1,0.9987128422922873,0.8274142046186433,1
1,1,16,14,10,2,0,1,1,1,0,20,6,10,5,11,0,0,6,13,5,13,1,0.2270676141655444,1.0058927105218367,0
8,3,11,14,5,9,1,0,1,0,0,18,6,6,5,12,0,0,6,10,5,11,3,0.9997210385739952,1.0070802137015662,1
14,1,6,1,32,16,1,0,1,1,0,19,11,8,10,12,0,2,11,12,5,11,-4,0.8489990897942908,0.9932777518874958,1
8,1,6,28,10,8,0,0,0,0,0,18,5,6,2,13,0,0,5,17,4,10,0,0.2271771302948405,-0.020934707345997214,0
1,2,2,14,6,11,1,1,1,0,0,19,0,0,0,0,0,0,0,0,0,0,1,-0.013799936732086793,0.00023515596317745416,1
8,1,15,14,20,4,0,0,1,0,0,18,6,6,5,15,0,0,6,7,5,13,1,0.9900272714660379,0.9965102864932552,1
8,4,6,1,6,9,1,0,1,0,1,20,5,6,5,13,0,0,5,6,5,11,1,1.0034161292855974,0.9862123324009116,1
12,1,17,3,26,8,1,0,1,0,0,45,7,9,4,12,1,0,7,8,6,11,3,0.8341819407897727,0.8635202459853009,1
12,2,12,28,8,2,0,0,1,0,0,32,8,12,7,14,0,0,8,11,7,14,1,0.8693041069379024,0.8825701393159474,0
1,2,9,28,10,10,0,0,1,0,0,21,5,8,5,10,0,0,5,10,5,12,-1,0.8520320526302924,0.8421423555128343,1
1,2,5,28,3,10,1,0,1,0,0,18,6,7,6,13,0,0,6,9,6,12,0,1.0021516616045825,0.9971872560717727,1
12,1,9,27,1,1,0,0,1,1,0,37,5,9,0,0,0,0,5,5,0,0,-3,-0.022388777025070316,0.012867200170499766,0
12,1,8,3,15,7,0,0,0,1,0,40,5,12,2,12,0,0,5,12,2,10,0,0.4779385601679989,0.3751973509286622,0
13,5,12,27,10,10,0,0,1,0,0,20,8,10,7,12,0,0,8,11,7,12,3,0.895561652016188,0.8653552359549673,1
1,1,9,27,10,9,0,1,1,1,0,34,5,8,5,14,0,0,5,10,3,14,1,0.8326242163951763,0.9933409468552454,0
1,3,14,1,3,4,1,0,0,0,0,19,6,15,5,10,0,0,6,11,2,10,0,0.6121624856904913,0.31514983878955194,0
12,1,5,14,5,5,0,0,1,0,0,34,7,10,6,13,0,2,7,12,5,15,-4,1.0063648948343435,1.0045820267688812,0
1,2,12,14,10,4,0,0,1,0,0,18,7,7,7,12,0,0,8,8,7,13,1,1.0061558854476453,1.0062946551356493,1
8,1,9,3,4,11,0,0,1,1,0,19,5,8,4,10,0,0,5,9,2,10,0,0.4322101980142117,0.29586178757005377,0
1,3,15,14,5,8,1,0,1,0,0,19,6,7,6,14,0,0,6,6,6,13,0,0.9985028126205528,0.9919558691331878,1
8,5,10,27,10,10,1,0,1,0,1,19,6,6,6,14,0,0,6,5,6,13,1,1.0033461472362282,0.9971804444267371,1
9,4,6,3,5,8,1,0,1,0,0,18,6,8,2,13,0,0,6,0,0,0,0,-0.010939650474765252,-0.0004994922957860131,1
1,5,4,28,10,10,0,1,1,0,1,18,8,6,6,13,0,0,6,14,5,11,-3,0.8508268151728888,0.993675914641604,1
1,1,10,27,10,10,0,0,1,0,1,32,6,7,5,12,0,0,6,8,5,11,1,0.867972169739627,0.832264561898318,1
1,1,5,24,10,10,0,0,1,0,0,22,5,14,5,12,0,0,5,11,5,11,-4,0.8250284169251537,0.8551169865593609,1
12,2,11,4,5,10,0,0,1,0,0,24,6,0,0,0,0,0,6,0,0,0,2,0.0030468321704923626,0.005259658975563742,0
8,1,12,1,20,3,0,0,1,1,0,20,7,10,7,13,0,0,7,11,6,13,0,0.9947629338038815,0.8273966265864646,0
1,1,15,14,8,35,1,0,1,0,0,20,6,9,6,13,0,0,6,7,6,12,0,1.0046159766392424,1.0016157084567328,1
1,1,5,1,8,9,0,0,1,1,0,18,6,7,6,15,0,0,6,8,6,13,0,1.0003735781790808,1.005169536908873,1
1,5,2,14,10,10,1,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,1,-0.02579608553764616,0.008638155935927691,0
12,1,9,27,10,10,0,0,1,0,1,41,5,10,5,14,0,0,5,7,5,13,-1,1.008545350515585,0.8045228230696942,1
1,1,9,14,5,4,1,0,1,1,0,20,11,17,10,11,0,4,8,12,10,13,3,0.9987658452425031,0.9980586474277786,1
6,0,12,1,6,4,1,1,1,0,0,20,12,12,11,11,0,5,11,12,11,12,1,0.8555484912402402,0.8936688133469358,1
1,4,16,4,4,11,0,0,1,1,0,18,7,10,14,13,0,0,8,12,8,15,1,1.0022481084435035,1.0094602459131365,0
8,1,5,14,10,10,1,0,1,0,1,19,6,16,6,12,0,0,6,10,5,13,0,0.9951146493213499,0.40488244900589143,1
1,1,12,14,4,5,0,0,1,1,0,28,7,9,7,13,0,0,8,7,8,14,0,1.0067546155641653,0.8326811963693772,1
9,1,17,24,6,6,0,0,1,1,0,34,5,0,0,0,0,0,5,0,0,0,0,-0.029730478311399376,-0.01236637987085722,0
13,1,6,1,32,41,1,0,1,0,0,24,10,17,5,13,0,10,14,15,5,11,3,0.6659662220217031,0.6138312189774469,1
12,1,4,1,10,5,0,1,1,1,0,41,6,9,2,11,0,0,6,9,3,12,0,0.6364893117691013,0.6098530807618804,0
14,1,8,1,4,10,0,1,0,1,0,24,11,15,10,11,0,4,12,11,2,11,3,0.5184665691943596,0.37002555791645597,0
1,2,13,14,20,11,1,0,1,0,0,21,6,6,11,13,0,0,6,7,6,11,0,1.0018707684916641,0.9965703592012227,1
16,1,5,1,5,3,1,0,1,1,0,20,6,10,6,11,0,0,6,19,5,11,3,0.9968660498488713,0.9934095866879712,1
15,1,12,3,5,11,0,0,1,0,0,25,7,10,7,14,6,8,8,12,7,13,-4,0.8843643681577033,0.8833689833603097,0
14,1,4,1,1,11,1,0,1,0,0,26,6,0,0,0,0,0,6,0,0,0,-3,-0.009725267496878628,0.008712118181163714,0
8,1,12,27,10,2,0,0,0,1,0,37,5,9,3,10,0,0,5,8,2,11,0,0.490107508075926,0.8663183729274366,0
12,1,4,1,5,5,1,1,1,1,0,24,7,10,7,14,0,0,7,10,8,14,1,1.0034937023443644,1.000375854521439,1
1,3,10,3,6,4,1,0,1,1,0,18,6,9,6,13,0,0,6,12,6,13,0,0.9981082789163991,0.8424190649336539,1
8,4,3,1,8,44,0,0,1,0,0,19,0,0,0,0,0,0,6,0,0,0,0,-0.008252949125879625,0.011788044392483259,0
1,1,10,14,10,4,1,0,1,1,0,18,6,7,6,13,0,0,6,6,6,13,-4,0.9961540668135972,0.994447199910313,1
1,2,11,14,7,9,1,0,1,1,0,18,6,11,3,11,0,0,6,11,5,12,1,0.5240900116665183,0.8649938200969819,0
14,1,9,27,10,10,0,1,1,0,0,30,5,5,0,0,0,0,5,5,0,0,1,0.007067274839482297,-0.0022867820157693795,1
8,1,9,1,6,7,0,0,1,0,0,18,7,8,6,15,0,0,7,8,5,13,3,0.9970005795370204,0.9992933684554766,1
17,1,13,15,16,2,1,0,0,0,0,24,11,10,16,13,1,10,11,15,11,11,3,0.6520237036213811,0.8382764270346662,0
8,4,6,27,10,7,0,0,1,0,0,19,6,6,6,13,0,0,6,10,5,13,1,0.9975725198128984,0.9983585225989127,1
1,1,9,27,10,10,0,0,1,0,0,20,5,8,4,11,0,0,8,8,5,11,-3,0.8651074071183148,0.5232133210673147,1
12,1,17,24,10,10,0,1,0,1,0,33,6,9,0,0,3,0,5,6,0,0,-4,0.010505004118459204,-0.021789196032885188,0
1,3,9,1,20,6,0,0,1,1,0,19,5,10,6,14,0,0,5,7,5,15,0,1.0031433737115476,0.9990836841727528,1
4,1,12,28,2,2,0,0,1,0,0,24,7,9,7,13,0,0,8,9,7,11,0,0.557135910213896,-0.004331241185610299,0
1,4,12,14,10,8,0,0,1,0,1,18,7,8,11,13,0,0,8,7,6,14,2,0.8396134246107294,0.9953176396620103,1
8,4,11,1,6,11,1,0,1,0,1,18,7,10,6,14,0,0,7,8,6,14,2,1.0037402504396467,0.8255079227984428,1
1,1,6,1,7,11,1,0,1,0,0,18,5,9,5,16,0,0,5,9,5,16,3,0.9941152808535079,0.9917844514305839,1
1,1,14,14,10,4,1,0,1,0,0,24,5,8,4,12,2,0,5,11,2,11,3,0.6157672951728911,0.372698277820964,0
1,1,9,27,10,10,0,0,1,0,0,28,5,6,5,12,0,0,5,5,5,16,-1,0.9949911626681137,0.9870319683775773,1
1,3,12,1,5,4,1,0,1,1,0,19,7,7,7,13,0,0,8,7,5,14,0,1.0094507275173084,0.9979195201918648,1
1,3,15,1,4,8,1,0,1,0,0,18,6,6,0,0,0,0,6,6,0,14,0,0.009963845927448211,0.00037449630913574856,1
1,1,16,28,5,8,0,0,1,0,0,19,6,6,6,11,0,0,6,10,5,13,0,1.0033652537563753,1.0043446283536563,1
8,4,10,1,10,9,1,0,1,0,1,18,6,6,6,10,0,0,6,12,5,12,0,1.0042572529861424,0.6507384263140287,1
12,1,11,1,6,11,1,0,1,0,0,19,6,0,0,0,0,0,6,0,0,0,0,0.007366651698435186,0.004657766892300682,0
1,3,14,1,5,8,1,0,1,1,0,20,6,8,6,13,0,0,6,8,5,12,0,0.9993714137173136,0.3446203595701356,1
14,1,8,3,5,2,0,0,1,1,0,19,6,10,0,0,0,0,6,6,0,11,0,-0.006134376535756978,0.006357295462323495,0
8,3,16,28,5,8,0,0,1,0,0,19,6,6,6,13,0,0,6,7,6,12,3,1.0101175903899084,0.9996918558893966,1
1,1,12,14,6,10,1,0,1,0,0,20,7,6,6,13,0,0,8,6,6,13,2,1.0038895340346827,1.0069913231152128,1
1,2,9,14,10,6,1,0,1,1,0,18,8,12,4,11,0,0,6,12,4,11,1,0.8397692794745448,0.844480456812652,0
1,3,8,27,2,12,1,0,1,0,0,25,5,6,0,0,0,0,5,5,0,0,0,-0.029540973395094882,-0.008391380373889482,1
1,2,9,1,3,4,1,0,1,0,0,18,5,7,3,10,2,0,5,5,5,13,3,0.9986868784738647,0.9890487701548202,1
12,1,16,28,6,8,1,0,1,0,0,18,6,6,0,0,0,0,6,1,0,0,-4,-0.008743557098271983,0.006840913868805741,1
12,1,4,1,6,12,0,0,0,0,0,37,6,10,2,13,0,0,6,7,2,11,1,0.6498028249034162,0.34626835646516835,0
14,1,3,27,10,7,0,0,1,0,0,39,6,7,5,12,0,0,7,7,6,11,0,0.9988252744783674,0.9970929056556981,1
1,2,11,27,10,10,1,0,1,1,0,18,6,6,0,0,0,0,6,6,0,0,2,0.007310116217300725,0.005306724875395431,1
1,4,8,14,5,5,1,0,1,0,0,18,6,7,6,12,0,0,6,13,5,14,0,0.9925304699482016,0.9961424918116489,1
13,1,13,27,3,3,1,0,1,0,0,32,15,23,9,13,0,4,8,15,10,11,1,0.8615111403304223,1.013510933067232,0
17,1,16,28,4,7,1,1,1,0,0,19,11,16,10,12,0,4,11,12,11,12,3,0.8427546541732425,1.0038231810405287,1
1,1,8,26,4,10,0,0,1,1,0,21,6,7,5,14,0,0,5,7,6,16,1,1.0021380519457852,1.0037221145235606,1
14,1,6,27,8,10,0,0,1,1,0,19,5,9,5,10,0,0,5,5,5,14,1,0.8255834102804337,0.834670450064086,1
12,1,3,24,20,2,0,1,1,1,0,31,7,6,0,0,5,0,4,9,0,0,0,0.0007820309691063194,0.004137479167928651,0
14,1,9,1,13,1,0,0,0,1,0,25,5,7,0,0,0,0,5,5,0,0,-1,0.013757298283992705,-0.028733367838830404,0
14,2,10,14,1,11,0,0,1,1,0,39,6,15,0,13,0,0,6,9,4,13,-4,-0.002432813328176584,0.8353807359554053,0
1,1,16,14,6,5,1,0,1,0,0,18,6,6,6,13,0,0,6,7,6,13,0,0.9994641358205331,0.99822882094612,1
12,1,3,27,1,1,0,0,0,1,0,33,3,5,0,0,0,0,6,6,0,0,0,0.012810192626933916,0.014645942982872334,0
12,1,3,1,1,11,0,0,1,0,0,45,7,10,6,14,0,0,7,8,6,13,0,1.0008476832383693,0.9917503149282774,1
1,1,3,27,10,10,0,0,1,0,0,19,6,6,5,12,0,0,6,6,5,11,1,0.8512918299107183,1.0002498601924084,1
8,4,5,1,10,36,1,0,1,1,0,19,5,10,2,10,0,0,5,12,3,10,3,0.26868328103383077,0.32904400479534407,1
14,1,3,27,10,10,0,0,1,1,0,47,11,15,11,11,0,4,11,18,11,13,3,0.8407781009542786,0.8404559409461071,1
1,2,9,28,10,10,1,0,1,0,1,18,5,8,5,12,0,0,5,5,5,12,2,0.8213632378219369,0.9953515585999447,1
15,1,16,1,7,2,0,0,1,1,0,29,6,13,5,11,2,1,6,12,5,12,-4,0.6279282908348248,0.8555560054991357,0
4,1,5,27,1,10,0,0,1,0,0,20,11,22,16,11,0,5,11,14,10,12,-4,0.8783674981916343,0.8802466492763915,1
1,4,16,14,5,3,1,0,1,1,0,18,6,7,6,13,0,0,6,12,3,13,3,0.48557314959079717,0.8427993997436213,0
8,1,9,3,3,3,0,0,1,1,0,19,5,11,5,12,0,0,5,9,4,13,0,0.6318511771970976,0.3983306930313995,1
1,1,16,14,6,2,1,1,1,0,0,20,8,11,9,13,0,0,8,12,7,12,3,0.6623254560156144,0.4773640297303181,1
1,1,12,2,10,6,1,0,1,1,0,20,7,8,6,13,0,0,8,8,6,13,2,0.8287743410983834,0.8383191793089759,1
1,3,12,3,11,5,0,0,1,1,0,19,7,12,0,0,0,0,7,11,0,0,0,0.006960915890240113,0.007223679093899421,0
1,3,2,27,8,6,1,0,1,0,0,18,0,0,0,13,0,0,5,0,0,0,3,0.003350048292114061,0.00414534692465836,1
15,1,10,7,29,10,1,1,1,0,0,20,6,12,5,13,0,0,7,6,5,11,0,1.0044678256894226,0.8322647752415471,1
8,1,7,14,8,1,0,0,1,0,0,24,5,10,2,0,0,0,5,10,0,0,1,0.41221911274492085,-0.014560237938658308,0
14,1,8,14,3,4,1,1,0,1,0,26,6,14,2,10,0,0,6,11,1,0,-3,0.3397405971884002,-0.04086848639729621,0
8,1,15,14,10,10,1,0,1,0,0,19,6,6,6,11,0,0,6,6,6,13,0,1.009049780666054,1.015760553280253,1
1,3,11,14,10,11,1,0,1,0,0,20,6,7,6,13,0,0,6,7,6,11,0,0.9996590087587784,0.8256930239409217,1
8,1,12,1,3,2,1,0,1,0,0,19,6,7,6,13,0,0,8,9,6,13,2,0.9991422556847287,0.9967454568881502,1
1,1,12,14,6,10,0,0,1,0,0,19,8,10,9,12,0,0,8,11,7,13,0,0.8695787221711403,0.8815428937387575,1
8,4,5,14,10,11,0,0,1,0,0,18,6,8,6,13,0,0,6,7,6,11,3,0.9998102015064138,0.9949721205791675,1
1,1,9,27,6,10,0,0,1,0,1,19,5,6,5,12,0,0,5,5,5,11,0,1.0007046523977698,0.9912086694299859,0
1,2,9,27,10,10,0,0,1,1,1,19,5,6,5,11,0,0,5,5,5,14,1,0.8191161938693534,0.9935709941271856,1
5,4,8,13,1,26,0,0,1,1,1,29,5,6,0,0,0,0,6,0,0,0,1,-0.009265796063293842,-0.005351071380986414,0
1,1,13,3,6,4,1,0,1,1,0,18,10,11,4,12,0,0,6,12,3,13,3,0.4970129959696453,0.8455628400930141,0
1,3,12,1,4,4,1,0,1,0,0,18,7,9,6,12,0,0,8,12,8,13,2,1.0124504470853035,1.0053876016407515,0
8,1,5,14,10,8,1,0,1,0,0,25,6,6,6,13,0,0,6,6,6,13,0,1.0096415306303432,1.008228586758637,1
12,1,8,14,1,2,1,0,1,1,0,18,6,0,0,0,0,0,6,0,0,0,0,0.013084452022156592,-0.017705972862588796,0
1,1,6,28,8,11,1,0,1,0,0,18,5,7,4,13,0,0,5,9,5,13,0,0.9949678388446875,0.9936306313226972,1
1,1,11,1,7,2,1,1,1,0,0,19,6,9,6,13,0,1,6,12,4,12,-4,0.9951490774360362,0.8032869775254136,0
1,1,17,10,10,12,0,0,1,1,0,39,5,17,4,11,2,0,11,16,5,13,0,1.0019818218127257,0.8406825820089266,0
12,1,5,27,10,7,0,0,1,1,0,19,6,12,3,11,0,2,6,12,5,11,-4,0.6331982630948831,0.45258567879930506,0
1,3,12,3,10,9,1,0,1,0,1,18,8,9,7,12,0,0,8,7,8,12,2,1.005674049504612,1.0081470381064943,1
1,1,12,14,6,4,0,0,0,1,0,33,7,10,4,10,0,0,6,11,3,11,0,0.5182783409997955,0.4128420106527447,0
13,1,11,24,1,4,1,0,1,0,0,36,7,5,3,14,0,0,5,11,3,0,0,0.4300814548131254,0.40425822243062626,0
15,1,10,4,8,10,1,0,1,0,0,24,11,15,13,12,0,4,6,11,6,13,0,0.8570115682393266,0.9971426037662877,1
1,2,9,28,10,10,1,0,1,0,0,18,5,6,5,11,0,0,5,10,5,11,-3,0.8175244651994744,0.9957561389274655,1
14,4,15,1,5,10,1,0,1,0,0,20,6,6,6,0,0,0,6,6,0,0,0,0.018608667526856366,0.0034982553266189975,0
1,1,15,27,4,9,0,0,1,0,0,19,6,6,6,11,0,0,6,6,5,12,0,1.0018196984436796,0.8242728860942687,1
8,1,12,28,4,4,1,0,1,1,0,19,7,9,7,14,0,0,8,8,8,13,0,0.8629858299493174,0.861588052283576,1
12,2,3,3,10,1,0,0,1,0,0,30,6,6,0,0,0,0,6,6,0,0,0,-0.005060265188959368,0.005843169648491433,0
4,3,6,1,3,3,0,1,1,1,0,18,7,9,6,13,0,0,8,9,5,13,2,1.0091540297549237,0.8280842307784528,1
7,1,15,28,6,7,1,0,1,0,0,19,6,6,5,11,0,0,6,8,5,11,1,0.8502941311749511,0.8566426682012981,1
1,1,9,14,5,6,1,1,0,1,0,18,5,11,3,10,0,0,5,11,4,11,1,0.6604178843563969,0.6148440187718629,0
8,1,5,14,6,4,0,0,1,0,0,19,6,8,6,13,0,0,6,8,6,12,0,1.002750229451503,1.0026885632702558,0
13,1,9,1,3,10,0,1,1,0,0,41,11,21,14,13,2,11,11,20,11,13,0,0.8737678828759894,1.002521618107903,0
6,1,9,14,7,8,0,0,1,0,0,19,5,11,3,13,1,0,5,6,5,10,1,0.8464572014247626,0.09667281812014478,1
1,6,10,14,8,35,1,0,1,1,0,20,6,8,5,12,0,2,6,10,6,11,0,0.8327449553278106,0.8453027425915993,1
14,1,9,2,1,10,0,0,1,1,0,26,5,8,2,10,0,0,5,6,0,0,-1,0.4005570632415437,-0.015921465333307756,0
12,1,3,14,1,1,0,0,1,0,0,26,6,12,2,11,0,2,6,19,4,11,0,0.5053043660711171,0.0042299066669028015,0
8,6,13,14,4,5,1,0,1,0,0,22,7,10,7,11,0,0,6,11,3,12,1,0.6806815446698106,0.8423148559737481,0
1,4,15,14,10,10,1,0,1,0,0,20,6,8,0,10,0,0,6,0,0,0,-4,-0.00036077714214388895,-0.01067517575296531,0
1,1,2,1,6,8,1,0,0,0,0,24,6,9,6,13,0,0,6,10,0,13,-4,0.8376664497442116,0.004339892210814737,0
1,1,9,27,10,10,1,1,1,1,0,30,5,13,5,11,2,0,5,16,5,12,3,1.0023425438901663,0.822150591147587,1
1,1,17,14,10,8,0,0,1,0,0,36,6,8,5,12,0,0,6,13,5,12,0,0.8504491475318819,0.8495261957116615,1
1,4,8,1,4,4,0,1,0,1,0,18,5,10,5,15,0,0,5,7,5,13,3,0.9995939012920136,0.9975382223218601,0
1,1,6,1,5,8,0,0,1,1,0,18,5,11,5,13,0,0,5,7,5,12,3,1.0017654251494392,0.9956539212762531,1
12,4,11,1,10,11,1,0,1,1,0,18,5,6,0,12,0,0,5,6,0,13,-1,1.000773257715002,-0.0120060487448156,0
1,1,14,1,4,10,1,0,1,0,1,18,5,10,5,10,0,0,6,9,5,12,1,0.6402951706609225,0.9932797295361276,1
16,3,5,14,6,8,1,0,1,0,0,18,6,6,6,13,0,0,6,6,6,13,-4,1.0089066885691074,0.9951666066283179,1
15,2,3,1,3,9,1,0,1,0,0,18,6,7,6,13,0,0,6,11,5,13,3,1.0018507895378033,0.6224822086051398,0
15,3,7,1,6,11,1,0,1,1,0,18,6,16,3,10,0,0,6,14,2,10,1,0.3405900919159168,0.2870972980951284,0
15,1,3,14,1,44,0,0,1,1,0,19,6,15,6,14,0,0,6,10,5,13,0,0.8280324037502498,0.3784002871861279,0
1,1,11,28,10,10,0,0,1,0,0,20,6,10,3,10,0,0,6,12,4,10,0,0.4209355953815653,0.3034350534627608,0
12,1,17,28,10,10,0,0,1,1,0,39,5,8,3,10,2,0,5,11,2,11,1,0.6231653218265677,0.4027841249007572,0
1,2,11,3,5,4,1,0,1,0,0,20,6,6,6,14,0,0,6,6,6,14,0,1.0059039113026678,1.006601481526846,1
12,1,16,3,20,11,0,1,1,0,0,27,6,9,6,13,0,0,7,9,6,13,0,0.8443632521929798,1.0017778207738162,1
1,1,12,1,10,8,1,1,1,0,1,19,7,9,5,13,0,0,7,11,7,12,1,0.8454417230107234,1.0088840226444113,1
1,1,12,14,4,8,1,0,1,0,1,18,7,7,6,13,0,0,7,8,6,13,1,1.009171679773178,0.9961695733958829,1
8,3,15,1,4,2,0,0,1,1,0,24,6,7,6,13,0,0,6,8,6,13,3,1.0064842911333878,0.9997604292351264,1
14,1,4,1,4,11,0,0,1,1,0,20,6,10,5,15,0,2,6,6,6,14,0,1.0062665461479412,0.9989746471543126,1
1,4,6,3,4,8,0,0,1,1,0,21,5,7,4,12,0,0,5,10,2,14,0,0.8353126792519308,0.8470806407221445,0
14,3,9,27,10,4,0,0,1,0,0,18,5,5,0,0,0,0,5,5,0,0,0,-0.018472093251077796,0.0034689273293471382,1
1,2,2,14,10,10,1,0,1,0,0,19,6,0,3,0,1,0,6,10,0,0,0,-0.015317077385955606,0.008445781305239933,0
1,2,9,27,10,10,0,0,1,0,0,45,5,8,2,14,0,0,5,7,5,13,0,0.4848854235911836,0.8428607244004394,0
12,1,16,14,10,4,0,1,0,0,0,19,6,16,4,11,0,2,6,12,2,11,1,0.6876360438747668,0.42666383921687717,0
1,1,11,1,10,8,1,0,1,1,0,18,6,10,0,12,0,0,6,9,0,0,0,0.003616756508010092,-0.022475758361679272,0
7,1,9,10,6,3,1,1,1,1,0,25,6,6,6,10,0,0,6,6,5,13,0,1.004060388736715,0.9938149148690395,1
8,4,9,1,6,8,0,0,1,1,0,29,7,7,6,15,0,0,7,7,8,13,1,1.0021170415305907,1.0077890315193683,1
1,1,4,1,15,11,1,0,1,1,0,25,11,24,11,13,0,4,11,11,6,13,1,1.0007982998728135,1.001815011427129,1
1,1,12,28,10,10,1,1,1,0,0,20,8,8,7,13,0,0,8,10,8,14,3,0.8717351876892153,0.8479182769865807,1
4,6,2,14,1,1,1,0,1,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0003818181217283956,0.011435705049587404,0
1,3,6,28,6,8,1,0,1,0,0,19,5,6,5,13,0,0,5,6,5,11,3,0.9990632593970149,0.9995868027307385,1
15,3,10,1,5,11,1,0,1,0,0,18,6,6,6,14,0,0,6,6,6,14,-4,0.9981249768164993,0.9930466992916488,1
1,4,9,27,10,10,1,0,1,0,0,18,5,6,0,0,0,0,5,5,0,0,-3,-0.02053371802246493,-0.022490001694394687,1
12,1,17,27,10,10,0,0,1,0,0,29,5,12,4,11,0,12,12,8,5,12,-1,0.8231837775133559,0.8349954712242088,1
8,1,6,2,3,4,0,0,0,1,0,18,5,8,5,14,0,0,7,7,6,13,0,0.9961005024890576,1.0011819046678605,1
1,6,12,2,10,10,1,1,1,0,0,28,11,14,7,13,0,4,11,7,11,12,1,1.0020868143386559,0.9938595059725538,1
1,5,11,14,10,11,1,1,1,0,0,20,6,6,6,11,0,0,7,6,6,13,0,1.0078109828071213,1.0011298580515564,1
1,1,12,14,3,5,1,0,1,1,0,20,7,9,2,11,0,0,7,8,2,10,0,0.4481797800731255,0.3837335972465171,0
17,1,6,24,10,10,0,1,1,1,0,35,11,23,15,13,2,11,11,18,10,11,-4,0.521952074391594,1.0058495307089061,1
12,1,6,14,8,11,0,0,1,1,0,26,6,11,2,11,0,1,6,12,2,11,3,0.6480827475400819,0.5072469173601014,0
16,2,4,10,24,9,0,0,1,0,0,21,6,8,2,11,0,0,6,11,2,12,-4,0.4239237812862811,0.4023057612708136,1
1,1,8,2,4,8,0,0,1,0,0,18,6,12,6,13,0,0,6,9,5,14,0,1.0076724526870506,0.9969561163734346,1
12,1,9,28,10,10,0,0,1,0,0,19,5,6,5,11,0,0,5,6,5,13,0,0.9993684116017523,0.9990895927529737,1
