Course,Debtor,Tuition fees up to date,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target_Graduate
10,1,1,0,20,11,18,8,12,10,10,3,11,0
6,0,1,1,20,6,6,6,14,6,8,6,12,1
14,0,1,1,19,6,7,5,11,6,10,5,13,0
9,0,1,1,21,5,6,5,11,5,6,5,12,1
12,0,1,0,18,7,8,7,13,8,9,8,13,1
5,0,1,0,21,10,10,10,13,11,11,10,11,0
12,0,1,0,19,7,12,4,12,7,7,7,12,0
10,0,1,0,20,6,6,6,13,6,9,5,12,1
6,0,1,0,20,6,7,6,14,6,9,3,13,0
14,0,1,1,18,6,8,5,13,6,6,6,14,1
9,0,1,1,18,5,8,4,10,5,5,5,13,1
10,0,1,1,18,6,9,6,11,6,9,6,11,1
6,0,1,1,21,7,15,3,13,5,12,5,13,1
12,0,1,0,18,7,7,6,13,7,7,6,13,1
12,0,1,1,18,8,8,8,14,8,8,8,14,1
11,0,1,1,20,6,10,4,11,6,10,4,11,1
12,0,1,1,32,8,8,8,14,8,8,8,14,1
17,0,1,0,34,5,5,0,0,5,5,0,0,0
12,0,1,1,23,7,8,6,12,8,9,8,12,1
14,0,1,0,18,6,10,4,11,6,11,5,12,0
3,0,1,0,18,6,8,5,12,6,10,5,12,1
2,0,1,0,34,0,0,0,0,0,0,0,0,0
3,1,1,0,25,6,6,6,11,6,6,4,11,0
9,0,1,0,21,5,7,5,12,5,7,5,11,1
11,0,1,1,20,6,12,0,0,6,12,0,0,0
10,0,1,0,18,6,8,6,11,6,6,6,11,1
6,0,1,0,18,6,8,6,13,6,15,6,13,1
15,0,1,0,18,6,7,6,12,6,6,6,13,1
3,0,1,0,24,6,10,1,10,6,12,0,0,0
9,1,0,0,32,15,17,14,10,13,13,13,11,1
11,1,0,0,24,6,14,6,11,6,16,3,10,0
10,0,1,1,18,6,6,6,13,6,7,0,0,0
11,0,1,0,28,6,8,6,12,6,8,5,12,1
16,0,1,1,18,6,8,6,11,6,9,4,12,0
16,0,0,0,24,6,12,0,0,5,10,0,0,0
6,0,1,0,19,5,7,5,14,5,6,5,13,1
3,0,1,0,44,6,6,6,14,6,6,6,14,1
6,0,1,1,18,6,14,6,14,6,9,6,12,1
2,0,1,0,18,0,0,0,0,0,0,0,0,1
15,0,1,0,22,6,0,0,0,6,0,0,0,0
16,0,1,1,18,7,9,6,12,7,7,6,12,1
17,0,1,0,44,5,5,5,11,5,5,5,12,1
16,1,1,0,33,6,7,5,13,6,7,5,10,0
16,1,0,0,32,6,6,0,0,5,10,0,0,0
4,0,0,0,35,6,0,0,0,6,0,0,0,0
10,0,1,0,20,6,6,6,11,6,7,6,13,1
11,0,1,0,24,6,8,5,12,6,7,5,12,1
12,0,1,0,19,7,7,7,13,8,9,8,14,1
11,0,1,0,21,6,8,5,11,6,6,5,13,0
15,0,1,1,19,6,7,6,13,6,6,6,13,1
4,0,0,0,27,6,10,0,0,6,8,0,0,0
16,0,0,0,30,6,0,0,0,6,0,0,0,0
2,0,1,0,21,0,0,0,0,0,0,0,0,0
5,0,1,0,19,6,6,6,11,6,8,6,12,1
17,0,1,0,34,5,12,2,11,5,9,4,11,0
12,0,1,0,18,7,7,7,11,8,10,7,12,1
2,0,1,0,21,0,0,0,0,0,0,0,0,1
2,0,1,0,17,0,0,0,0,0,0,0,0,0
12,0,1,1,19,7,7,6,12,7,7,6,12,1
15,0,1,0,18,6,6,6,13,6,6,6,13,1
12,0,1,0,19,7,7,7,14,8,8,8,14,1
11,1,1,0,45,10,12,5,12,8,8,0,0,0
6,0,1,0,26,6,17,6,12,6,21,4,12,1
17,0,1,0,51,4,4,0,0,5,0,0,0,0
15,1,1,1,49,6,8,6,12,6,7,6,14,1
12,0,1,0,22,6,7,3,14,7,8,4,14,0
9,0,1,0,22,5,8,2,10,5,7,1,10,0
8,0,1,0,33,5,11,2,11,5,8,2,12,0
14,0,1,0,20,5,6,5,11,5,6,4,11,1
10,0,1,1,18,6,6,6,12,6,6,6,11,1
16,1,0,0,20,6,9,3,11,6,10,2,11,0
17,0,1,0,37,10,11,7,13,10,11,10,11,1
11,0,1,0,18,6,6,6,13,6,6,6,13,1
11,0,1,0,19,6,6,6,12,6,6,6,12,1
6,0,1,0,21,6,7,6,13,6,15,4,12,1
12,0,1,0,20,7,9,6,12,8,9,7,12,1
12,0,1,0,19,7,0,0,0,8,0,0,0,0
13,0,1,0,20,7,13,4,13,7,11,4,11,0
12,0,1,0,18,7,7,7,13,8,8,8,15,1
12,0,1,0,19,8,8,7,13,8,8,7,13,1
10,0,1,0,18,6,13,4,11,6,12,5,10,1
10,0,1,1,18,6,6,6,11,6,7,6,12,1
15,0,1,0,18,5,7,2,10,1,1,0,0,0
12,0,1,0,19,7,10,5,13,7,8,6,13,0
13,0,1,1,18,7,8,7,12,8,8,8,14,1
5,0,1,1,19,6,6,6,14,6,6,6,13,1
4,1,1,1,24,12,13,12,12,11,13,11,12,1
6,0,1,0,20,6,8,6,13,6,18,2,12,0
9,0,1,1,21,5,6,5,12,5,7,4,11,1
6,1,0,0,20,6,13,4,13,6,11,5,12,0
12,0,1,1,19,7,7,7,13,8,9,8,13,1
13,0,1,1,19,7,8,7,13,8,8,8,13,1
12,0,1,0,18,8,8,7,13,8,8,7,13,1
6,0,1,0,19,6,12,5,14,6,14,5,11,1
9,0,1,0,21,5,5,5,12,5,5,5,13,1
16,0,1,1,19,6,7,6,14,6,6,6,15,1
11,0,1,1,18,6,7,6,13,6,6,6,12,1
5,0,1,1,17,6,6,6,13,6,6,6,12,1
16,0,1,0,19,6,8,5,12,6,8,5,11,0
9,0,0,0,23,5,9,3,10,5,9,3,12,0
14,0,1,0,19,6,7,6,12,6,10,6,11,1
12,0,1,0,18,7,7,6,12,7,7,6,12,1
14,0,1,0,20,6,9,6,13,6,8,5,13,1
6,0,1,1,19,5,6,5,14,5,5,5,13,1
10,0,1,1,18,6,6,6,14,6,6,6,13,1
10,0,1,1,19,6,7,6,14,6,6,6,15,1
10,0,1,0,19,6,8,6,11,6,6,6,12,1
12,0,1,0,18,8,9,8,14,8,9,8,14,1
12,0,1,0,18,7,8,7,12,8,9,7,13,1
12,0,1,1,19,7,7,6,14,7,7,6,14,1
12,0,1,1,19,8,12,7,12,8,12,7,12,1
12,0,1,0,19,7,7,6,14,7,7,6,14,1
12,0,1,0,21,7,11,7,14,8,8,8,14,1
15,0,1,0,18,6,7,6,14,6,6,6,14,1
15,0,1,1,19,6,7,6,14,6,6,6,13,1
15,0,0,0,18,4,4,0,0,4,4,0,0,0
3,0,1,0,30,6,0,0,0,6,0,0,0,0
8,0,1,0,18,6,8,6,15,6,8,5,15,0
12,0,1,1,20,7,7,6,12,7,7,6,12,1
14,1,0,0,25,5,5,5,11,5,5,5,12,0
12,0,1,0,18,7,7,6,14,7,7,6,14,1
6,0,1,0,21,5,13,5,12,5,10,3,11,0
12,0,1,0,18,8,8,7,15,8,8,7,15,1
12,0,1,0,18,7,7,6,15,7,7,6,15,1
16,0,0,0,29,6,9,6,16,6,8,5,15,0
8,0,1,0,20,17,29,14,12,12,24,12,12,1
12,0,1,0,26,7,0,0,0,8,0,0,0,0
10,0,1,0,21,6,8,5,12,6,6,6,12,1
12,0,1,1,19,8,9,8,13,8,9,8,13,1
11,1,1,0,19,6,10,6,12,6,8,5,11,0
15,0,1,0,21,6,8,5,11,6,8,5,11,0
3,1,1,0,20,6,13,4,10,6,15,4,12,1
12,0,1,1,18,7,8,7,13,8,8,8,14,1
15,0,0,0,20,6,10,4,12,6,15,3,10,0
10,0,1,1,20,6,9,6,11,6,7,6,14,1
12,0,1,1,18,7,11,5,12,7,7,2,13,0
5,0,1,0,18,6,6,1,15,6,7,4,12,0
15,0,1,0,18,6,6,6,13,6,9,5,13,1
6,0,1,0,18,5,12,2,11,5,12,3,11,0
6,0,1,0,22,6,7,6,14,6,9,5,13,1
6,0,1,0,19,5,10,1,13,5,8,3,15,0
4,0,1,1,19,6,7,6,15,6,8,6,14,1
13,0,1,0,18,7,9,7,15,8,8,8,16,1
10,1,1,0,20,6,8,6,10,6,7,6,11,1
16,0,1,0,18,6,9,5,11,6,9,4,11,0
14,0,1,0,21,6,0,0,0,6,0,0,0,0
10,0,1,0,19,6,7,6,12,6,7,6,12,1
12,0,1,0,18,8,8,8,12,8,8,8,12,0
15,0,1,0,18,6,6,6,12,6,8,5,14,1
2,0,1,0,18,0,0,0,0,0,0,0,0,0
6,1,0,1,21,6,16,2,13,6,8,0,0,0
9,1,1,0,19,5,10,5,10,5,8,4,12,1
9,0,1,1,19,5,5,5,12,5,8,5,11,1
10,0,1,0,19,6,10,5,11,6,7,0,0,0
2,0,1,0,18,0,0,0,0,0,0,0,0,1
11,0,1,1,19,6,0,0,0,6,11,1,10,0
12,0,1,1,20,7,9,6,13,8,9,8,13,0
12,0,0,0,18,8,9,6,12,8,9,6,12,0
2,0,1,1,19,0,0,0,0,0,0,0,0,0
5,0,1,0,18,6,6,6,12,6,8,6,13,1
6,0,1,0,18,6,13,6,12,6,16,4,12,0
10,0,1,1,19,6,8,6,12,6,8,6,12,1
9,0,1,0,20,5,8,3,11,5,8,5,12,1
12,0,1,1,19,7,9,7,13,8,12,8,13,1
12,0,1,0,18,8,8,7,13,8,8,7,13,1
11,1,1,0,25,6,6,0,0,6,6,0,0,0
5,0,0,0,18,6,9,4,11,6,6,6,12,1
15,0,1,0,19,6,7,6,12,6,7,6,12,1
13,0,1,1,19,7,7,7,11,8,8,8,14,1
9,1,0,1,20,5,12,2,13,5,13,2,11,0
12,0,1,0,18,7,9,7,12,8,9,7,12,0
6,0,1,0,20,5,12,2,13,5,12,5,11,1
10,0,1,0,21,6,8,6,12,6,7,6,13,1
2,0,1,0,19,0,0,0,0,0,0,0,0,1
3,0,1,0,42,6,6,6,11,6,6,6,13,1
8,1,0,0,18,6,9,5,12,6,12,5,14,0
5,0,1,1,19,6,7,5,13,6,6,6,12,1
11,0,1,0,18,6,11,6,12,6,11,4,12,1
6,0,1,0,21,5,6,5,14,5,5,5,14,1
10,0,1,1,20,6,8,6,12,6,7,6,14,1
16,0,1,0,20,7,7,7,13,7,7,7,13,1
6,0,1,0,21,6,13,3,11,6,13,5,12,0
12,0,1,0,19,7,9,7,14,8,9,8,13,1
10,0,1,0,21,13,21,11,13,11,13,9,13,1
5,0,1,0,19,6,6,6,14,6,7,6,15,1
12,0,1,1,19,7,10,7,15,8,10,8,15,1
2,0,1,0,18,0,0,0,0,0,0,0,0,0
6,0,1,0,22,6,13,6,15,6,7,6,13,1
16,0,1,0,21,6,8,5,13,6,9,5,14,1
11,0,1,1,18,6,14,2,11,6,14,3,10,0
12,0,1,1,20,8,8,7,14,8,8,7,14,1
14,1,0,0,18,5,8,3,12,5,6,4,10,0
10,0,1,0,20,6,6,0,0,5,5,0,0,0
12,0,1,0,23,7,7,6,13,8,11,7,13,1
15,0,1,0,18,6,6,6,14,6,6,6,15,1
10,0,1,0,20,6,6,6,12,6,6,6,13,1
12,0,1,1,18,8,8,7,14,8,8,7,14,1
9,0,1,0,20,5,8,4,12,5,8,5,11,1
12,0,1,0,18,7,8,7,12,8,9,8,12,1
14,0,1,0,20,6,7,6,15,6,6,6,17,1
12,0,1,0,19,8,8,7,13,8,8,7,13,1
6,0,1,0,21,6,9,6,13,6,9,6,12,1
5,0,1,0,33,6,7,6,15,6,8,3,11,1
6,1,0,0,24,5,6,1,13,5,5,0,0,0
10,0,1,1,20,11,12,11,12,11,14,11,12,1
2,0,1,0,18,0,0,0,0,0,0,0,0,1
5,0,1,0,18,6,6,6,15,6,6,6,14,1
3,1,1,0,29,6,9,4,12,6,13,2,10,0
12,0,1,0,18,7,7,7,13,8,11,8,14,1
15,0,1,0,19,6,8,6,12,6,7,6,12,1
2,0,1,0,19,0,0,0,0,0,0,0,0,0
10,0,1,1,18,6,8,5,10,6,9,6,10,1
12,0,1,1,19,7,9,6,14,8,11,8,13,1
16,0,1,0,20,14,22,12,12,12,18,10,12,0
10,0,1,0,19,6,14,1,11,6,12,2,10,0
11,0,1,1,19,6,10,4,12,6,9,3,12,1
5,0,1,1,18,6,8,6,12,6,12,5,11,0
12,0,1,1,18,8,8,8,13,8,8,8,13,1
11,0,1,1,19,6,15,6,11,6,9,3,12,1
15,1,1,0,20,6,7,5,12,6,6,6,12,0
2,0,1,1,18,0,0,0,0,0,0,0,0,0
12,0,1,0,18,7,0,0,0,8,0,0,0,0
4,1,0,0,35,6,8,5,16,6,10,4,16,0
7,0,1,0,18,5,10,3,11,5,6,3,11,0
2,0,1,1,19,0,0,0,0,0,0,0,0,1
15,0,1,1,19,6,8,4,12,6,8,6,12,0
9,0,1,0,20,5,8,2,10,5,11,4,12,0
5,0,1,0,19,6,7,3,11,6,13,4,10,0
9,0,1,0,19,5,8,3,11,5,7,2,10,0
13,0,1,0,24,7,18,0,0,7,13,0,0,0
3,1,0,0,29,6,11,4,12,6,7,0,0,0
12,0,1,0,24,7,11,7,11,8,22,2,12,1
11,0,1,0,19,6,8,5,11,6,11,4,12,1
2,0,1,0,37,0,0,0,0,0,0,0,0,0
5,0,1,0,18,6,7,5,13,6,6,5,11,1
7,0,1,1,20,7,12,6,14,6,10,6,14,0
9,0,0,0,18,5,0,0,0,5,0,0,0,0
9,0,1,0,22,5,5,0,0,5,9,3,13,0
9,0,1,1,22,5,7,3,12,5,9,3,10,0
15,1,0,0,18,6,6,0,0,6,0,0,0,0
12,0,1,0,18,8,8,7,13,8,8,7,13,1
5,0,1,0,19,6,6,6,13,6,6,6,13,1
7,0,1,0,19,5,7,5,10,5,8,3,12,0
10,0,1,0,19,6,10,5,11,6,10,3,13,0
4,1,1,0,21,6,7,6,15,6,6,6,15,1
15,0,1,0,19,6,9,5,12,10,16,8,11,0
13,0,1,0,18,7,11,6,13,7,10,4,13,1
9,0,1,0,19,5,8,5,11,5,9,3,11,0
15,0,1,0,25,6,6,6,14,6,6,6,13,1
5,0,1,0,22,6,9,6,14,6,12,6,14,1
12,0,1,0,24,8,8,7,12,8,8,7,12,1
12,0,1,0,19,7,9,7,11,8,9,7,13,1
7,0,1,0,18,5,9,4,12,5,11,3,11,0
2,0,0,0,20,0,0,0,0,0,0,0,0,0
12,0,1,1,19,8,8,7,14,8,8,7,14,1
11,0,1,0,19,6,16,2,10,6,15,4,10,0
14,0,1,0,19,6,9,5,13,6,6,5,13,1
4,1,1,0,23,6,6,0,0,6,8,0,0,0
15,0,1,0,47,6,12,5,13,6,13,4,14,0
5,0,1,0,19,6,6,6,11,6,8,4,10,1
2,0,1,0,19,0,0,0,0,0,0,0,0,1
2,0,1,0,18,0,0,0,0,0,0,0,0,0
9,0,1,0,28,5,9,2,10,5,9,0,0,0
11,0,1,0,20,6,10,4,11,6,11,3,11,0
11,0,1,1,18,6,12,3,10,6,9,4,12,0
2,0,1,1,21,0,0,0,0,0,0,0,0,1
11,0,1,0,19,6,10,4,12,6,12,2,13,0
11,1,0,0,24,6,7,0,0,6,7,0,0,0
8,0,1,0,24,6,11,6,11,6,12,3,11,0
6,1,0,0,25,6,6,0,0,6,6,0,0,0
11,0,1,0,28,6,10,6,13,6,8,5,12,1
17,0,1,0,37,5,7,4,10,5,7,3,11,0
7,0,1,0,19,5,8,5,12,5,12,2,10,0
12,0,1,1,18,7,7,7,13,8,8,8,13,1
11,0,1,0,48,6,13,3,10,6,15,1,10,0
10,0,1,0,21,6,6,6,12,6,7,6,13,1
12,0,1,1,19,7,11,6,12,7,10,6,12,0
12,0,1,1,21,8,8,0,0,8,8,0,0,0
7,1,0,0,23,5,6,0,0,5,7,0,0,0
8,0,1,0,18,5,5,5,13,5,6,4,13,1
10,0,1,0,22,6,7,6,12,6,6,2,14,0
2,0,1,0,25,13,16,10,11,11,13,7,12,0
6,1,1,0,27,13,13,8,13,11,12,5,14,0
7,0,0,0,49,5,5,0,0,5,6,0,0,0
17,0,0,0,31,5,5,2,11,5,0,0,0,0
11,0,1,0,54,6,9,6,13,6,13,5,14,0
1,1,0,0,25,21,26,21,12,16,21,12,12,0
4,0,1,0,20,7,13,3,10,6,14,2,11,0
5,0,1,0,28,6,9,2,12,6,10,3,12,0
3,0,1,0,41,7,7,7,12,6,6,6,13,1
14,0,1,1,19,6,10,6,13,6,9,6,12,0
9,0,1,0,22,5,6,0,0,5,8,2,11,0
11,0,1,0,34,6,13,2,13,6,6,0,0,0
4,1,0,0,28,11,14,11,15,10,11,10,15,0
16,0,1,0,42,6,9,5,12,6,10,5,11,0
6,0,0,0,21,6,10,5,14,6,11,4,14,0
4,0,1,0,50,6,8,2,13,6,9,1,13,0
9,0,1,0,19,5,5,0,0,5,5,0,0,0
12,0,1,0,18,7,12,4,12,7,10,3,10,0
17,0,1,0,59,5,7,0,0,5,7,0,0,0
17,0,0,0,33,5,5,0,0,5,5,0,0,0
5,0,1,1,23,6,8,6,13,6,7,5,12,1
17,0,1,0,44,5,9,3,11,5,8,5,11,0
3,0,1,0,37,6,0,0,0,6,0,0,0,0
2,0,1,0,36,0,0,0,0,0,0,0,0,0
17,0,0,0,22,5,7,3,11,5,8,2,10,0
3,0,1,0,49,6,8,6,12,6,8,6,14,1
15,0,1,0,23,6,7,6,13,6,6,4,12,1
5,0,1,0,19,6,7,5,11,6,10,3,11,0
3,0,1,0,47,6,9,6,12,6,6,0,0,0
4,0,1,0,28,18,36,17,13,12,15,12,12,1
4,0,1,0,21,6,13,4,11,6,15,4,10,0
11,1,0,0,21,6,9,5,11,6,8,5,10,0
10,0,1,0,21,11,14,10,12,10,13,10,11,1
5,0,1,0,20,6,8,6,13,6,12,4,11,0
9,0,0,0,49,5,5,0,0,5,9,0,0,0
17,0,1,0,40,5,5,5,11,5,5,5,13,1
11,0,1,1,22,6,8,6,13,6,8,6,14,1
7,0,1,0,19,5,6,4,11,5,7,2,11,0
17,0,1,0,31,5,5,0,0,5,7,0,0,0
7,0,1,0,30,6,9,2,15,6,7,2,13,0
10,0,1,0,19,6,9,5,10,6,11,5,11,1
9,0,1,0,22,5,11,3,13,5,10,3,11,0
15,0,1,0,19,6,8,6,12,6,8,6,13,1
2,0,0,0,21,0,0,0,0,0,0,0,0,0
14,0,1,0,19,6,8,6,15,6,7,6,13,1
9,0,1,0,22,5,11,0,0,5,7,1,10,0
10,0,1,0,22,6,10,5,11,6,8,5,11,1
10,0,1,0,19,6,12,4,12,6,9,6,11,1
11,0,0,0,26,6,0,0,0,6,0,0,0,0
7,0,1,0,23,7,12,3,14,6,12,1,14,0
5,0,1,0,18,6,7,6,12,6,10,5,10,0
9,1,1,1,22,5,8,5,10,5,11,2,11,0
7,0,1,0,19,5,9,5,11,5,9,5,14,0
9,0,1,0,20,5,14,0,0,5,5,0,0,0
5,0,1,1,22,6,6,6,11,6,6,6,12,0
8,0,0,0,18,5,7,2,13,5,5,0,0,0
17,0,1,0,39,2,5,0,0,4,4,0,0,0
12,0,1,0,18,8,8,0,0,8,8,0,0,0
7,0,1,1,18,5,5,5,13,5,5,5,14,1
10,0,1,1,19,6,7,6,13,6,6,6,14,1
12,0,1,0,18,7,7,6,13,8,8,8,12,1
9,0,1,1,18,5,7,4,12,5,5,0,0,0
8,0,1,0,22,5,7,4,14,5,5,5,14,1
10,0,1,0,19,6,7,6,12,6,6,6,12,1
8,0,1,0,18,5,5,5,15,5,5,5,15,0
7,1,0,0,31,5,9,2,13,5,9,2,16,0
17,0,1,0,28,5,5,0,0,5,5,0,0,0
5,0,1,0,19,6,0,0,0,6,0,0,0,0
11,0,1,0,20,6,7,6,13,6,8,6,14,1
10,0,1,0,50,6,7,4,12,6,7,0,0,0
5,0,1,0,38,6,9,5,16,6,11,4,16,0
17,0,1,0,31,5,8,1,11,5,5,1,13,0
12,0,1,0,27,7,7,7,14,7,7,7,14,0
10,0,1,0,21,6,9,6,10,6,10,6,10,1
7,0,1,0,34,5,8,1,10,5,9,0,0,0
7,0,1,0,19,5,10,0,0,5,7,1,10,0
17,0,0,0,40,5,10,2,10,5,5,3,10,0
2,0,1,1,18,0,0,0,0,0,0,0,0,1
5,1,0,1,46,6,6,0,0,6,6,0,0,0
3,0,1,0,37,6,12,0,0,5,10,0,0,0
4,0,1,0,31,6,8,0,0,6,10,0,0,0
4,0,1,0,34,6,15,5,13,6,15,5,12,1
2,0,1,1,18,0,0,0,0,0,0,0,0,0
14,0,1,1,18,6,7,6,13,6,6,6,14,1
5,0,1,1,19,6,6,6,12,6,7,6,11,1
17,0,1,0,40,5,6,4,10,8,18,5,11,0
8,0,1,0,25,6,6,0,0,6,6,0,0,0
7,1,1,0,20,5,5,4,14,6,8,3,13,0
7,0,1,0,20,5,6,5,15,5,8,5,13,0
4,0,0,0,43,6,0,0,0,6,0,0,0,0
7,0,1,0,18,5,8,4,12,5,7,3,14,0
4,0,1,0,35,18,22,18,11,13,13,12,11,1
17,0,1,0,23,5,6,4,13,5,5,5,13,1
12,0,1,0,19,7,8,7,12,9,12,8,11,1
6,0,1,1,21,11,15,9,14,9,15,7,13,1
14,0,1,0,19,6,17,4,12,6,8,4,13,0
7,0,1,0,20,5,7,5,12,5,7,5,15,1
14,0,1,1,30,6,0,0,0,6,0,0,0,0
11,0,1,0,44,6,6,6,12,6,6,6,11,1
12,0,1,0,19,8,8,7,13,8,8,7,13,1
8,0,1,0,22,18,32,12,12,12,15,10,14,1
8,0,1,0,18,5,7,4,14,5,5,5,14,1
14,0,1,1,21,6,8,4,14,6,6,5,11,1
6,0,1,0,18,6,0,0,0,6,0,0,0,0
14,0,1,0,18,6,8,6,13,6,7,6,14,1
2,0,1,0,19,0,0,0,0,0,0,0,0,1
4,0,1,0,21,6,12,4,11,6,11,4,11,0
4,0,1,0,31,6,8,6,15,6,10,6,14,1
11,0,1,0,21,6,10,4,11,6,10,2,10,0
7,1,1,0,24,5,12,1,10,5,11,1,11,0
15,0,1,0,27,4,8,0,0,5,10,0,0,0
9,0,1,0,20,5,9,3,10,5,6,5,12,1
7,0,1,0,22,5,9,0,0,5,6,2,11,0
4,0,1,1,19,6,9,4,12,6,10,4,12,0
15,0,1,0,19,6,6,6,13,6,6,6,14,1
2,1,1,0,23,17,19,13,12,17,28,11,11,0
8,0,1,0,18,6,7,6,14,6,8,6,13,1
15,0,0,0,29,6,8,6,16,6,6,5,13,0
8,0,1,0,29,5,11,1,18,5,10,3,13,0
4,0,1,0,20,6,11,6,11,6,12,5,11,0
2,0,1,1,19,0,0,0,0,0,0,0,0,1
2,0,1,0,22,0,0,0,0,0,0,0,0,0
14,0,1,0,20,6,10,5,14,6,10,6,12,0
8,0,1,0,24,5,13,4,13,5,9,3,12,0
14,0,0,0,21,6,9,4,13,6,6,5,11,0
9,0,1,1,25,5,7,4,14,5,7,4,14,1
9,0,0,0,32,5,9,0,0,5,5,0,0,0
17,0,0,0,26,12,12,8,11,8,8,3,11,0
8,0,1,1,18,6,7,6,13,6,8,6,12,1
11,0,1,1,19,6,8,5,12,6,10,6,12,1
5,0,1,1,19,6,6,6,15,6,6,6,12,1
7,0,1,0,27,6,6,6,13,5,7,5,15,0
4,1,1,0,21,12,20,10,11,12,15,9,11,0
7,0,1,0,20,5,10,4,11,5,11,0,0,0
5,0,1,0,21,6,6,6,14,6,8,6,11,1
15,0,1,0,22,6,10,5,13,6,12,3,10,0
2,1,0,0,19,0,0,0,0,0,0,0,0,1
9,0,1,1,18,5,8,4,10,5,10,2,12,0
10,0,1,0,28,5,6,0,0,5,5,0,0,0
4,1,0,0,25,10,23,6,11,7,15,4,12,0
4,0,1,0,25,14,24,8,12,13,23,10,11,0
9,0,1,0,18,5,11,2,13,5,11,3,12,0
11,0,1,0,26,6,6,0,0,6,12,0,0,0
9,0,1,1,18,5,8,5,12,5,7,5,11,1
15,0,1,0,22,6,17,3,11,6,14,3,12,0
4,0,1,0,25,6,8,0,0,6,10,0,0,0
15,0,1,0,19,6,9,5,11,6,13,5,12,0
15,0,1,0,19,6,7,6,14,6,7,6,14,1
12,0,1,0,19,7,9,7,12,8,10,8,11,1
3,0,1,0,45,8,10,4,11,8,13,4,11,0
17,0,1,0,52,5,7,5,11,5,6,5,12,1
9,0,0,0,20,5,9,3,12,5,7,3,11,0
12,0,1,0,19,8,8,7,15,8,8,7,15,1
12,1,0,0,21,7,12,4,12,7,12,4,11,0
3,0,0,0,35,6,6,6,14,6,6,6,14,1
2,0,1,0,36,0,0,0,0,0,0,0,0,1
12,1,0,0,47,7,7,0,0,8,8,0,0,0
17,0,1,0,22,5,0,0,0,5,0,0,0,0
17,0,1,0,41,5,8,4,11,5,8,3,11,0
7,0,1,0,26,5,5,0,0,5,6,0,0,0
3,0,0,0,51,6,13,4,11,6,12,0,0,0
17,0,1,0,43,5,11,3,10,5,10,4,12,0
3,0,1,0,41,6,9,5,11,6,10,3,10,1
9,0,1,0,23,10,19,8,11,10,16,10,11,1
10,0,1,0,22,6,11,0,0,5,10,0,0,0
5,0,1,1,25,6,8,4,10,6,6,4,11,0
17,0,1,0,25,15,16,15,10,14,14,14,11,1
2,0,0,1,22,12,15,11,12,11,16,11,12,1
4,0,1,0,24,7,7,7,13,6,9,5,13,0
6,0,1,0,47,6,0,0,0,6,0,0,0,0
17,0,1,0,41,5,5,0,0,5,5,0,0,0
4,0,1,0,43,6,9,6,14,6,11,5,12,1
4,0,1,0,29,3,4,0,0,4,8,0,0,0
7,0,1,0,30,2,2,0,0,2,2,0,0,0
9,0,0,0,26,4,4,0,0,5,0,0,0,0
17,0,0,0,27,5,10,0,0,5,5,0,0,0
14,0,1,1,36,5,5,5,11,5,7,5,11,1
4,0,1,0,29,9,13,6,11,7,10,6,10,0
7,0,1,0,35,10,12,7,11,8,8,5,13,0
15,0,1,1,18,6,12,4,11,6,10,5,12,1
17,0,1,1,24,5,5,5,16,5,5,5,16,1
15,0,1,1,18,6,6,6,12,6,7,6,12,0
7,0,1,0,18,5,7,4,12,5,10,3,13,0
6,0,1,0,21,5,11,0,0,5,11,3,11,0
7,0,1,0,21,5,10,5,13,5,10,5,12,1
4,0,1,0,32,18,27,13,13,12,18,12,12,1
7,0,1,1,22,5,9,3,12,6,14,3,12,0
4,0,0,0,32,17,31,11,12,12,24,10,12,0
14,0,1,0,35,5,5,1,14,5,5,0,0,0
9,0,0,0,23,5,0,0,0,5,0,0,0,0
3,0,1,0,39,6,8,5,11,6,12,3,11,0
14,0,1,0,35,5,5,0,0,5,5,1,10,0
4,0,1,0,32,6,8,6,18,12,14,12,17,1
16,0,1,0,20,6,12,0,0,6,12,0,0,0
12,0,1,0,34,7,15,6,11,7,16,4,12,0
17,0,1,0,44,7,9,7,13,5,6,5,16,0
11,0,1,0,53,11,12,2,15,9,10,3,10,1
7,1,0,0,28,5,10,0,0,5,7,0,0,0
17,0,1,0,31,9,9,9,14,5,5,5,12,0
2,1,0,0,18,0,0,0,0,0,0,0,0,0
4,1,0,0,44,7,14,4,12,6,16,0,0,0
6,0,1,0,19,5,9,5,12,5,8,4,12,1
2,0,1,0,21,12,12,12,15,11,15,11,13,0
7,0,1,1,18,5,5,0,0,5,5,0,0,0
4,0,1,0,20,6,8,6,14,6,10,6,15,1
5,0,1,0,55,6,6,6,14,6,6,6,13,1
9,0,1,0,27,5,12,3,10,5,12,1,13,0
7,0,1,0,19,5,0,0,0,5,0,0,0,0
9,0,1,0,18,5,5,5,11,5,5,5,13,1
15,0,1,0,43,6,10,4,11,6,7,0,0,0
11,0,1,0,18,6,0,0,0,6,0,0,0,0
2,0,1,0,18,0,0,0,0,0,0,0,0,0
11,1,1,1,20,6,7,0,0,6,6,0,0,0
